date,lon,lat,ntl,vza
2024/1/1,110.33125,20.07708333,26.0419178,4348
2024/1/1,110.3354167,20.07708333,23.94260025,4344
2024/1/1,110.3395833,20.07708333,23.87859154,4344
2024/1/1,110.34375,20.07708333,21.30986404,4341
2024/1/1,110.3479167,20.07708333,27.1186142,4337
2024/1/1,110.3520833,20.07708333,16.41247559,4337
2024/1/1,110.35625,20.07708333,17.8477993,4333
2024/1/1,110.3604167,20.07708333,18.08742905,4333
2024/1/1,110.31875,20.07291667,38.13143921,4352
2024/1/1,110.3229167,20.07291667,37.94397354,4352
2024/1/1,110.3270833,20.07291667,38.8025589,4348
2024/1/1,110.33125,20.07291667,25.22794914,4348
2024/1/1,110.3354167,20.07291667,23.14782906,4344
2024/1/1,110.3395833,20.07291667,20.35186768,4341
2024/1/1,110.34375,20.07291667,20.917593,4341
2024/1/1,110.3479167,20.07291667,27.06157684,4337
2024/1/1,110.3520833,20.07291667,27.86505699,4337
2024/1/1,110.35625,20.07291667,25.31576347,4333
2024/1/1,110.3604167,20.07291667,25.50656509,4333
2024/1/1,110.3645833,20.07291667,31.89631653,4330
2024/1/1,110.36875,20.07291667,31.9079628,4330
2024/1/1,110.3104167,20.06875,41.95576859,4355
2024/1/1,110.3145833,20.06875,41.97253799,4355
2024/1/1,110.31875,20.06875,38.2763176,4352
2024/1/1,110.3229167,20.06875,38.24571991,4352
2024/1/1,110.3270833,20.06875,39.11695862,4348
2024/1/1,110.33125,20.06875,38.00783539,4348
2024/1/1,110.3354167,20.06875,34.80608368,4344
2024/1/1,110.3395833,20.06875,39.81812286,4341
2024/1/1,110.34375,20.06875,41.9552269,4341
2024/1/1,110.3479167,20.06875,38.78012848,4337
2024/1/1,110.3520833,20.06875,40.02574539,4337
2024/1/1,110.35625,20.06875,39.78234482,4333
2024/1/1,110.3604167,20.06875,39.6531868,4333
2024/1/1,110.3645833,20.06875,31.66857147,4330
2024/1/1,110.3104167,20.06458333,58.57075119,4355
2024/1/1,110.3145833,20.06458333,60.42181778,4355
2024/1/1,110.31875,20.06458333,45.82401276,4352
2024/1/1,110.3229167,20.06458333,43.395401,4352
2024/1/1,110.3270833,20.06458333,43.30228043,4348
2024/1/1,110.33125,20.06458333,60.6380043,4344
2024/1/1,110.3354167,20.06458333,60.53769302,4344
2024/1/1,110.3395833,20.06458333,40.68545914,4341
2024/1/1,110.34375,20.06458333,40.99304199,4341
2024/1/1,110.3479167,20.06458333,38.91202164,4337
2024/1/1,110.3520833,20.06458333,40.05721664,4337
2024/1/1,110.35625,20.06458333,39.70890808,4333
2024/1/1,110.3604167,20.06458333,39.79771423,4333
2024/1/1,110.3645833,20.06458333,44.69936752,4330
2024/1/1,110.36875,20.06458333,9.696202278,4326
2024/1/1,110.1895833,20.06041667,35.25701523,4413
2024/1/1,110.19375,20.06041667,36.20310974,4413
2024/1/1,110.1979167,20.06041667,37.64536285,4410
2024/1/1,110.3104167,20.06041667,40.31610107,4355
2024/1/1,110.3145833,20.06041667,40.40827179,4355
2024/1/1,110.31875,20.06041667,44.51461411,4352
2024/1/1,110.3229167,20.06041667,42.04285431,4348
2024/1/1,110.3270833,20.06041667,43.30363083,4348
2024/1/1,110.33125,20.06041667,61.02593613,4344
2024/1/1,110.3354167,20.06041667,60.29891586,4344
2024/1/1,110.3395833,20.06041667,42.9892807,4341
2024/1/1,110.34375,20.06041667,42.85521698,4341
2024/1/1,110.3479167,20.06041667,29.68226051,4337
2024/1/1,110.3520833,20.06041667,29.85189819,4337
2024/1/1,110.35625,20.06041667,21.87212372,4333
2024/1/1,110.3604167,20.06041667,16.73923302,4330
2024/1/1,110.3645833,20.06041667,16.84280586,4330
2024/1/1,110.4104167,20.06041667,28.31692696,4308
2024/1/1,110.1895833,20.05625,33.91222763,4413
2024/1/1,110.19375,20.05625,34.23346329,4413
2024/1/1,110.1979167,20.05625,37.72829437,4410
2024/1/1,110.2020833,20.05625,20.71552467,4407
2024/1/1,110.31875,20.05625,37.37481308,4352
2024/1/1,110.3229167,20.05625,32.83823013,4348
2024/1/1,110.3270833,20.05625,31.88718605,4348
2024/1/1,110.33125,20.05625,51.51135254,4344
2024/1/1,110.3354167,20.05625,51.200737,4344
2024/1/1,110.3395833,20.05625,63.36776352,4341
2024/1/1,110.34375,20.05625,63.50246048,4341
2024/1/1,110.3479167,20.05625,58.7420578,4337
2024/1/1,110.3520833,20.05625,29.45341873,4337
2024/1/1,110.35625,20.05625,21.87558174,4333
2024/1/1,110.3604167,20.05625,16.7238369,4330
2024/1/1,110.3645833,20.05625,16.64888573,4330
2024/1/1,110.40625,20.05625,24.24349785,4308
2024/1/1,110.4104167,20.05625,29.11833,4308
2024/1/1,110.1979167,20.05208333,44.51343155,4410
2024/1/1,110.2020833,20.05208333,28.78479004,4407
2024/1/1,110.3270833,20.05208333,32.50311279,4348
2024/1/1,110.33125,20.05208333,51.28832626,4344
2024/1/1,110.3354167,20.05208333,51.39578629,4344
2024/1/1,110.3395833,20.05208333,63.54103851,4341
2024/1/1,110.34375,20.05208333,65.2379303,4341
2024/1/1,110.3479167,20.05208333,58.2900238,4337
2024/1/1,110.3520833,20.05208333,50.99856567,4333
2024/1/1,110.35625,20.05208333,52.62965012,4333
2024/1/1,110.3604167,20.05208333,18.891325,4330
2024/1/1,110.3645833,20.05208333,18.99829674,4330
2024/1/1,110.36875,20.05208333,7.465991497,4326
2024/1/1,110.4104167,20.05208333,24.09007835,4308
2024/1/1,110.4145833,20.05208333,10.14189529,4304
2024/1/1,110.1604167,20.04791667,31.90638733,4427
2024/1/1,110.1645833,20.04791667,31.97888374,4427
2024/1/1,110.1979167,20.04791667,44.37442017,4410
2024/1/1,110.2020833,20.04791667,28.60458565,4407
2024/1/1,110.3229167,20.04791667,48.25700378,4348
2024/1/1,110.3270833,20.04791667,48.47780991,4348
2024/1/1,110.33125,20.04791667,49.82189178,4344
2024/1/1,110.3354167,20.04791667,49.75237656,4344
2024/1/1,110.3395833,20.04791667,65.82093048,4341
2024/1/1,110.34375,20.04791667,43.02534485,4337
2024/1/1,110.3479167,20.04791667,41.82539368,4337
2024/1/1,110.3520833,20.04791667,39.00812531,4333
2024/1/1,110.35625,20.04791667,39.92926788,4333
2024/1/1,110.3604167,20.04791667,37.03362274,4330
2024/1/1,110.3645833,20.04791667,18.99589729,4330
2024/1/1,110.3979167,20.04791667,15.58799458,4312
2024/1/1,110.4020833,20.04791667,15.31036758,4312
2024/1/1,110.4104167,20.04791667,16.7213726,4304
2024/1/1,110.1604167,20.04375,28.58899689,4427
2024/1/1,110.3229167,20.04375,54.62612152,4348
2024/1/1,110.3270833,20.04375,54.79779816,4348
2024/1/1,110.33125,20.04375,58.04508209,4344
2024/1/1,110.3354167,20.04375,57.88290405,4344
2024/1/1,110.3395833,20.04375,63.69996643,4341
2024/1/1,110.34375,20.04375,41.75922012,4337
2024/1/1,110.3479167,20.04375,41.66099548,4337
2024/1/1,110.36875,20.04375,25.85862923,4326
2024/1/1,110.4020833,20.04375,15.23692322,4312
2024/1/1,110.33125,20.03958333,57.58323288,4344
2024/1/1,110.3354167,20.03958333,47.81299591,4341
2024/1/1,110.3395833,20.03958333,49.09983444,4341
2024/1/1,110.34375,20.03958333,53.51152039,4337
2024/1/1,110.33125,20.03541667,53.74210358,4344
2024/1/1,110.3354167,20.03541667,71.1084671,4341
2024/1/1,110.3395833,20.03541667,73.03382111,4341
2024/1/1,110.34375,20.03541667,72.84716034,4337
2024/1/1,110.3479167,20.03541667,75.09020996,4337
2024/1/1,110.3520833,20.03541667,38.29455566,4333
2024/1/1,110.16875,20.03125,19.69141579,4424
2024/1/1,110.1729167,20.03125,18.54731178,4420
2024/1/1,110.33125,20.03125,53.63191223,4344
2024/1/1,110.3354167,20.03125,71.05839539,4341
2024/1/1,110.3395833,20.03125,73.05312347,4341
2024/1/1,110.34375,20.03125,72.7339859,4337
2024/1/1,110.3479167,20.03125,72.68630981,4337
2024/1/1,110.3520833,20.03125,46.95638657,4333
2024/1/1,110.3479167,20.02708333,45.05826187,4337
2024/1/1,110.3520833,20.02708333,55.55175018,4333
2024/1/1,110.35625,20.02708333,66.89872742,4330
2024/1/1,110.43125,20.02708333,5.720313549,4293
2024/1/1,110.4395833,20.02708333,7.129165173,4290
2024/1/1,110.44375,20.02708333,6.844544411,4290
2024/1/1,110.3479167,20.02291667,55.65613937,4333
2024/1/1,110.3520833,20.02291667,55.1857338,4333
2024/1/1,110.35625,20.02291667,67.06912994,4330
2024/1/1,110.3604167,20.02291667,66.27724457,4330
2024/1/1,110.3645833,20.02291667,53.8907547,4326
2024/1/1,110.36875,20.02291667,54.5331192,4326
2024/1/1,110.3729167,20.02291667,35.28497696,4323
2024/1/1,110.3770833,20.02291667,36.46200943,4323
2024/1/1,110.4270833,20.02291667,6.652470112,4297
2024/1/1,110.43125,20.02291667,7.346504211,4293
2024/1/1,110.4395833,20.02291667,11.81043434,4290
2024/1/1,110.2229167,20.01875,21.8991127,4393
2024/1/1,110.2270833,20.01875,16.70288658,4390
2024/1/1,110.35625,20.01875,56.24422073,4330
2024/1/1,110.3604167,20.01875,58.85056686,4330
2024/1/1,110.3645833,20.01875,58.76845169,4326
2024/1/1,110.36875,20.01875,59.11516953,4326
2024/1/1,110.3729167,20.01875,44.16930008,4323
2024/1/1,110.3770833,20.01875,24.58493614,4319
2024/1/1,110.38125,20.01875,24.17345047,4319
2024/1/1,110.4270833,20.01875,27.91975784,4297
2024/1/1,110.43125,20.01875,23.23498344,4293
2024/1/1,110.4354167,20.01875,11.29207993,4290
2024/1/1,110.48125,20.01875,30.11418724,4268
2024/1/1,110.3645833,20.01458333,59.45319748,4326
2024/1/1,110.36875,20.01458333,42.81111145,4323
2024/1/1,110.3729167,20.01458333,44.59314346,4323
2024/1/1,110.3770833,20.01458333,20.58454132,4319
2024/1/1,110.4354167,20.01458333,14.53297138,4290
2024/1/1,110.4395833,20.01458333,14.66445065,4290
2024/1/1,110.4770833,20.01458333,28.62557411,4272
2024/1/1,110.5020833,20.01458333,29.36313248,4257
2024/1/1,110.31875,20.01041667,51.14482498,4345
2024/1/1,110.3229167,20.01041667,47.50365448,4345
2024/1/1,110.3645833,20.01041667,39.19382095,4326
2024/1/1,110.36875,20.01041667,30.25637436,4323
2024/1/1,110.3729167,20.01041667,31.31572342,4323
2024/1/1,110.3770833,20.01041667,16.31587601,4319
2024/1/1,110.3895833,20.01041667,13.98168278,4315
2024/1/1,110.43125,20.01041667,7.481336594,4294
2024/1/1,110.4354167,20.01041667,4.898053646,4290
2024/1/1,110.5020833,20.01041667,30.14860344,4257
2024/1/1,110.50625,20.01041667,27.11124229,4257
2024/1/1,110.5104167,20.01041667,23.21957397,4253
2024/1/1,110.3020833,20.00625,61.4846611,4352
2024/1/1,110.30625,20.00625,61.37392426,4352
2024/1/1,110.31875,20.00625,52.42156601,4345
2024/1/1,110.3979167,20.00625,23.63107109,4308
2024/1/1,110.4354167,20.00625,4.92028904,4290
2024/1/1,110.50625,20.00625,29.94862175,4257
2024/1/1,110.5104167,20.00625,30.82618141,4254
2024/1/1,110.5145833,20.00625,9.932362556,4250
2024/1/1,110.3020833,20.00208333,64.3813858,4352
2024/1/1,110.30625,20.00208333,64.3759079,4352
2024/1/1,110.3104167,20.00208333,53.67551041,4348
2024/1/1,110.3145833,20.00208333,53.51683807,4348
2024/1/1,110.4604167,20.00208333,4.263244152,4279
2024/1/1,110.4645833,20.00208333,19.03938866,4275
2024/1/1,110.46875,20.00208333,29.04048347,4272
2024/1/1,110.1270833,19.99791667,11.20318317,4437
2024/1/1,110.13125,19.99791667,8.085829735,4434
2024/1/1,110.2895833,19.99791667,51.82281876,4359
2024/1/1,110.2979167,19.99791667,71.52843475,4355
2024/1/1,110.3020833,19.99791667,64.57149506,4352
2024/1/1,110.30625,19.99791667,64.23623657,4352
2024/1/1,110.3104167,19.99791667,53.42595673,4348
2024/1/1,110.3145833,19.99791667,66.12145996,4345
2024/1/1,110.40625,19.99791667,32.6758194,4301
2024/1/1,110.4104167,19.99791667,26.51259995,4297
2024/1/1,110.41875,19.99791667,10.4144392,4294
2024/1/1,110.4520833,19.99791667,4.64900732,4283
2024/1/1,110.45625,19.99791667,6.679648876,4279
2024/1/1,110.4604167,19.99791667,6.66138792,4279
2024/1/1,110.4645833,19.99791667,19.58702278,4275
2024/1/1,110.11875,19.99375,6.316418171,4441
2024/1/1,110.1229167,19.99375,12.49784279,4437
2024/1/1,110.2895833,19.99375,34.18489075,4359
2024/1/1,110.29375,19.99375,43.90546417,4355
2024/1/1,110.31875,19.99375,51.84831619,4345
2024/1/1,110.3229167,19.99375,59.75128174,4341
2024/1/1,110.3979167,19.99375,29.23612595,4304
2024/1/1,110.4395833,19.99375,10.65005016,4283
2024/1/1,110.44375,19.99375,5.987236977,4283
2024/1/1,110.4479167,19.99375,5.203007221,4279
2024/1/1,110.4520833,19.99375,4.596237183,4279
2024/1/1,110.45625,19.99375,10.23296165,4275
2024/1/1,110.4604167,19.99375,10.06459332,4275
2024/1/1,110.4645833,19.99375,24.01927185,4272
2024/1/1,110.46875,19.99375,48.51197433,4268
2024/1/1,110.4770833,19.99375,7.840017796,4265
2024/1/1,110.48125,19.99375,7.819662571,4265
2024/1/1,110.4854167,19.99375,4.528072834,4265
2024/1/1,110.1104167,19.98958333,17.06066322,4444
2024/1/1,110.1145833,19.98958333,17.02845955,4444
2024/1/1,110.11875,19.98958333,11.58178997,4441
2024/1/1,110.1229167,19.98958333,8.777029037,4437
2024/1/1,110.1479167,19.98958333,10.29324913,4427
2024/1/1,110.31875,19.98958333,51.74888992,4345
2024/1/1,110.3229167,19.98958333,61.67766571,4341
2024/1/1,110.3979167,19.98958333,15.82965088,4304
2024/1/1,110.44375,19.98958333,10.18421936,4283
2024/1/1,110.4479167,19.98958333,8.408464432,4279
2024/1/1,110.4520833,19.98958333,8.164459229,4279
2024/1/1,110.45625,19.98958333,19.58613968,4275
2024/1/1,110.4604167,19.98958333,39.77116394,4272
2024/1/1,110.4645833,19.98958333,40.00281906,4272
2024/1/1,110.46875,19.98958333,46.24828339,4268
2024/1/1,110.4729167,19.98958333,45.06552887,4268
2024/1/1,110.4770833,19.98958333,7.74997282,4265
2024/1/1,110.1020833,19.98541667,8.750060081,4447
2024/1/1,110.10625,19.98541667,8.731537819,4447
2024/1/1,110.1104167,19.98541667,17.13622093,4444
2024/1/1,110.1479167,19.98541667,8.192728996,4427
2024/1/1,110.1645833,19.98541667,29.70109367,4417
2024/1/1,110.16875,19.98541667,25.72404861,4417
2024/1/1,110.4270833,19.98541667,9.300626755,4290
2024/1/1,110.4354167,19.98541667,10.38023376,4286
2024/1/1,110.4479167,19.98541667,19.84597588,4279
2024/1/1,110.4520833,19.98541667,19.52791214,4279
2024/1/1,110.45625,19.98541667,20.15930557,4275
2024/1/1,110.4604167,19.98541667,41.11169434,4272
2024/1/1,110.4645833,19.98541667,40.18830872,4272
2024/1/1,110.46875,19.98541667,46.31701279,4268
2024/1/1,110.4729167,19.98541667,46.33111954,4268
2024/1/1,110.14375,19.98125,8.174106598,4427
2024/1/1,110.1604167,19.98125,22.77246475,4420
2024/1/1,110.1645833,19.98125,28.91667938,4417
2024/1/1,110.2729167,19.98125,30.47485352,4366
2024/1/1,110.2770833,19.98125,15.74432945,4363
2024/1/1,110.3354167,19.98125,62.36348724,4334
2024/1/1,110.3395833,19.98125,63.93569565,4334
2024/1/1,110.43125,19.98125,11.29501724,4286
2024/1/1,110.4354167,19.98125,10.32403469,4286
2024/1/1,110.4395833,19.98125,19.68191528,4283
2024/1/1,110.44375,19.98125,19.61046219,4283
2024/1/1,110.4520833,19.98125,31.16383362,4275
2024/1/1,110.45625,19.98125,31.10470009,4275
2024/1/1,110.4604167,19.98125,27.89917374,4272
2024/1/1,110.4645833,19.98125,28.13243675,4272
2024/1/1,110.46875,19.98125,45.05344009,4268
2024/1/1,110.4729167,19.98125,45.1830368,4268
2024/1/1,110.4770833,19.98125,13.34049416,4265
2024/1/1,110.1520833,19.97708333,19.60494614,4424
2024/1/1,110.2729167,19.97708333,33.550354,4366
2024/1/1,110.2770833,19.97708333,27.22238541,4363
2024/1/1,110.3354167,19.97708333,30.24996567,4334
2024/1/1,110.3395833,19.97708333,29.85505104,4334
2024/1/1,110.3979167,19.97708333,21.10551453,4304
2024/1/1,110.43125,19.97708333,11.86344719,4286
2024/1/1,110.4354167,19.97708333,11.47378826,4286
2024/1/1,110.4395833,19.97708333,11.04021168,4283
2024/1/1,110.45625,19.97708333,7.792653561,4275
2024/1/1,110.4604167,19.97708333,12.07681274,4272
2024/1/1,110.4645833,19.97708333,12.02897263,4272
2024/1/1,110.1354167,19.97291667,31.1551609,4431
2024/1/1,110.1395833,19.97291667,31.32660675,4431
2024/1/1,110.14375,19.97291667,12.91189766,4427
2024/1/1,110.1479167,19.97291667,12.4960947,4427
2024/1/1,110.1520833,19.97291667,9.297179222,4424
2024/1/1,110.34375,19.97291667,25.36225891,4330
2024/1/1,110.3479167,19.97291667,25.32165337,4330
2024/1/1,110.3979167,19.97291667,21.3091011,4304
2024/1/1,110.4020833,19.97291667,28.31663513,4301
2024/1/1,110.4145833,19.97291667,20.14683723,4294
2024/1/1,110.4229167,19.97291667,22.76693153,4290
2024/1/1,110.4270833,19.97291667,22.34702682,4290
2024/1/1,110.43125,19.97291667,32.15648651,4286
2024/1/1,110.4354167,19.97291667,32.94007492,4286
2024/1/1,110.4479167,19.97291667,7.860901833,4279
2024/1/1,110.4729167,19.97291667,14.22439861,4265
2024/1/1,110.48125,19.97291667,13.25032234,4261
2024/1/1,110.3395833,19.96875,16.86969948,4334
2024/1/1,110.34375,19.96875,17.30548859,4330
2024/1/1,110.3479167,19.96875,13.95885849,4326
2024/1/1,110.4145833,19.96875,8.976982117,4294
2024/1/1,110.41875,19.96875,8.816545486,4294
2024/1/1,110.4229167,19.96875,22.39713287,4290
2024/1/1,110.4270833,19.96875,22.6022644,4290
2024/1/1,110.43125,19.96875,31.91095161,4286
2024/1/1,110.4354167,19.96875,31.2138958,4286
2024/1/1,110.4395833,19.96875,18.05133438,4283
2024/1/1,110.45625,19.96875,6.247076035,4275
2024/1/1,110.11875,19.96458333,14.31880665,4437
2024/1/1,110.1229167,19.96458333,14.29375648,4437
2024/1/1,110.1270833,19.96458333,28.25355339,4434
2024/1/1,110.4270833,19.96458333,19.0983181,4290
2024/1/1,110.4354167,19.96458333,21.49352837,4283
2024/1/1,110.4395833,19.96458333,22.27109909,4283
2024/1/1,110.45625,19.96458333,5.803022861,4275
2024/1/1,110.1229167,19.96041667,43.53379059,4437
2024/1/1,110.1270833,19.96041667,36.16448212,4434
2024/1/1,110.13125,19.96041667,36.18539429,4434
2024/1/1,110.1354167,19.96041667,26.71003151,4431
2024/1/1,110.4270833,19.96041667,15.74176025,4290
2024/1/1,110.0354167,19.95625,21.85494423,4478
2024/1/1,110.0395833,19.95625,14.19753742,4475
2024/1/1,110.09375,19.95625,12.90901184,4451
2024/1/1,110.0979167,19.95625,23.52375031,4448
2024/1/1,110.11875,19.95625,79.48854065,4437
2024/1/1,110.1229167,19.95625,43.41196823,4437
2024/1/1,110.1270833,19.95625,35.0371933,4434
2024/1/1,110.2770833,19.95625,10.76563263,4363
2024/1/1,110.0770833,19.95208333,19.7178421,4458
2024/1/1,110.1145833,19.95208333,43.25190735,4441
2024/1/1,110.11875,19.95208333,79.32048035,4437
2024/1/1,110.1229167,19.95208333,81.42132568,4437
2024/1/1,110.1270833,19.95208333,24.9520092,4434
2024/1/1,110.2770833,19.95208333,10.84408379,4363
2024/1/1,110.28125,19.95208333,13.98676491,4359
2024/1/1,110.44375,19.95208333,34.24023056,4279
2024/1/1,110.4729167,19.95208333,17.47265625,4265
2024/1/1,110.0770833,19.94791667,13.92515469,4458
2024/1/1,110.1145833,19.94791667,30.05993843,4441
2024/1/1,110.11875,19.94791667,24.60383606,4437
2024/1/1,110.1229167,19.94791667,24.41819954,4437
2024/1/1,110.1270833,19.94791667,40.04767227,4434
2024/1/1,110.44375,19.94791667,34.18344116,4279
2024/1/1,110.4479167,19.94791667,354.5119629,4275
2024/1/1,110.45625,19.94791667,448.3953857,4272
2024/1/1,110.4604167,19.94791667,460.8104858,4272
2024/1/1,110.4645833,19.94791667,58.93702698,4268
2024/1/1,110.46875,19.94791667,60.76467896,4268
2024/1/1,110.4729167,19.94791667,75.96716309,4265
2024/1/1,110.4770833,19.94791667,40.44169235,4261
2024/1/1,110.48125,19.94791667,14.35519028,4261
2024/1/1,110.1145833,19.94375,31.5722065,4441
2024/1/1,110.11875,19.94375,25.98682976,4437
2024/1/1,110.1229167,19.94375,41.30917358,4434
2024/1/1,110.41875,19.94375,12.46389198,4290
2024/1/1,110.4479167,19.94375,139.5673523,4275
2024/1/1,110.4520833,19.94375,138.441864,4275
2024/1/1,110.45625,19.94375,198.1005096,4272
2024/1/1,110.4604167,19.94375,454.2522583,4272
2024/1/1,110.4645833,19.94375,62.31989288,4268
2024/1/1,110.46875,19.94375,80.22470093,4265
2024/1/1,110.4729167,19.94375,80.83924866,4265
2024/1/1,110.4770833,19.94375,39.68175507,4261
2024/1/1,110.41875,19.93958333,7.966845989,4290
2024/1/1,110.4229167,19.93958333,7.828720093,4290
2024/1/1,110.4520833,19.93958333,131.3500519,4275
2024/1/1,110.45625,19.93958333,193.0387115,4272
2024/1/1,110.4604167,19.93958333,198.9761658,4272
2024/1/1,110.4645833,19.93958333,103.6267776,4268
2024/1/1,110.46875,19.93958333,63.28628159,4265
2024/1/1,110.4729167,19.93958333,63.41901779,4265
2024/1/1,109.6979167,19.93541667,10.76015568,4631
2024/1/1,110.44375,19.93541667,45.05709457,4279
2024/1/1,110.4479167,19.93541667,38.61339188,4275
2024/1/1,110.4520833,19.93541667,36.48608398,4275
2024/1/1,110.45625,19.93541667,25.49688911,4272
2024/1/1,110.4604167,19.93541667,18.1287384,4268
2024/1/1,110.4645833,19.93541667,18.22191238,4268
2024/1/1,110.46875,19.93541667,61.71161652,4265
2024/1/1,110.4729167,19.93541667,61.60161591,4265
2024/1/1,109.69375,19.93125,16.86608887,4631
2024/1/1,109.6979167,19.93125,16.56268883,4631
2024/1/1,109.6729167,19.92708333,1.426940918,4641
2024/1/1,109.6770833,19.92708333,2.304325819,4641
2024/1/1,109.68125,19.92708333,6.311826229,4638
2024/1/1,109.6645833,19.92291667,3.519584656,4644
2024/1/1,109.66875,19.92291667,3.545334101,4644
2024/1/1,109.6729167,19.92291667,2.332684755,4641
2024/1/1,109.6770833,19.92291667,2.310281992,4641
2024/1/1,109.68125,19.92291667,6.033000469,4638
2024/1/1,109.6854167,19.92291667,21.9064579,4634
2024/1/1,109.66875,19.91875,3.495459318,4644
2024/1/1,109.6729167,19.91875,6.405685425,4641
2024/1/1,109.68125,19.91875,18.28441048,4638
2024/1/1,109.66875,19.91458333,11.1106739,4644
2024/1/1,109.6729167,19.91458333,20.12136078,4641
2024/1/1,109.6770833,19.91458333,32.98072052,4638
2024/1/1,109.68125,19.91458333,32.98661423,4638
2024/1/1,109.6854167,19.91458333,39.066082,4634
2024/1/1,109.66875,19.91041667,20.11948395,4641
2024/1/1,109.6729167,19.91041667,20.23303986,4641
2024/1/1,109.6770833,19.91041667,33.12749481,4638
2024/1/1,109.68125,19.91041667,32.99415207,4638
2024/1/1,109.6854167,19.91041667,45.17215347,4634
2024/1/1,109.6729167,19.90625,12.89367485,4641
2024/1/1,109.6770833,19.90625,26.95970917,4638
2024/1/1,109.68125,19.90625,26.9637146,4638
2024/1/1,109.6770833,19.90208333,26.72893143,4638
2024/1/1,109.68125,19.90208333,26.85722923,4638
2024/1/1,109.6770833,19.89791667,22.20297813,4638
2024/1/1,109.68125,19.89791667,22.61639595,4638
2024/1/1,109.5270833,19.89375,6.31782341,4706
2024/1/1,109.53125,19.89375,5.249240875,4702
2024/1/1,109.5270833,19.88958333,7.228066921,4702
2024/1/1,110.4645833,19.88958333,2.846801758,4265
2024/1/1,110.4645833,19.88541667,4.591209412,4261
2024/1/1,110.46875,19.88541667,2.453739405,4257
2024/1/1,109.6395833,19.88125,0.927763224,4654
2024/1/1,110.46875,19.88125,4.153347492,4257
2024/1/1,109.64375,19.87708333,0.87625581,4647
2024/1/1,110.4729167,19.87708333,4.198259354,4257
2024/1/1,109.9229167,19.84791667,3.695358038,4522
2024/1/1,109.9229167,19.84375,5.274457455,4518
2024/1/1,109.9270833,19.84375,3.253043175,4515
2024/1/1,109.93125,19.84375,3.199001074,4515
2024/1/1,109.9229167,19.83958333,7.658408165,4518
2024/1/1,109.9270833,19.83958333,7.220267296,4515
2024/1/1,110.5145833,19.82708333,0.895070553,4232
2024/1/1,110.5104167,19.82291667,3.466986656,4232
2024/1/1,110.5104167,19.81875,3.994672775,4232
2024/1/1,110.6729167,19.81875,1.387622476,4152
2024/1/1,110.6770833,19.80625,4.888661385,4149
2024/1/1,110.68125,19.80625,13.16143417,4145
2024/1/1,110.6854167,19.80625,12.72134304,4145
2024/1/1,110.6895833,19.80625,5.353483677,4142
2024/1/1,110.68125,19.80208333,17.13644028,4145
2024/1/1,110.6895833,19.80208333,5.243348598,4142
